Short_Name	Full_Name
B24080e5	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Private for-profit wage and salary workers: Self-employed in own incorporated business workers: Civilian employed population 16 years and over -- (Estimate)
B24080m5	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Private for-profit wage and salary workers: Self-employed in own incorporated business workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e6	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Private not-for-profit wage and salary workers: Civilian employed population 16 years and over -- (Estimate)
B24080m6	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Private not-for-profit wage and salary workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e7	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Local government workers: Civilian employed population 16 years and over -- (Estimate)
B24080m7	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Local government workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e8	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: State government workers: Civilian employed population 16 years and over -- (Estimate)
B24080m8	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: State government workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e9	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Federal government workers: Civilian employed population 16 years and over -- (Estimate)
B24080m9	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Federal government workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e10	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Self-employed in own not incorporated business workers: Civilian employed population 16 years and over -- (Estimate)
B24080m10	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Self-employed in own not incorporated business workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e11	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Unpaid family workers: Civilian employed population 16 years and over -- (Estimate)
B24080m11	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Male: Unpaid family workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e12	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Civilian employed population 16 years and over -- (Estimate)
B24080m12	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Civilian employed population 16 years and over -- (Margin of Error)
B24080e13	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private for-profit wage and salary workers: Civilian employed population 16 years and over -- (Estimate)
B24080m13	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private for-profit wage and salary workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e14	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private for-profit wage and salary workers: Employee of private company workers: Civilian employed population 16 years and over -- (Estimate)
B24080m14	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private for-profit wage and salary workers: Employee of private company workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e15	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private for-profit wage and salary workers: Self-employed in own incorporated business workers: Civilian employed population 16 years and over -- (Estimate)
B24080m15	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private for-profit wage and salary workers: Self-employed in own incorporated business workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e16	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private not-for-profit wage and salary workers: Civilian employed population 16 years and over -- (Estimate)
B24080m16	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Private not-for-profit wage and salary workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e17	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Local government workers: Civilian employed population 16 years and over -- (Estimate)
B24080m17	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Local government workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e18	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: State government workers: Civilian employed population 16 years and over -- (Estimate)
B24080m18	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: State government workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e19	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Federal government workers: Civilian employed population 16 years and over -- (Estimate)
B24080m19	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Federal government workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e20	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Self-employed in own not incorporated business workers: Civilian employed population 16 years and over -- (Estimate)
B24080m20	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Self-employed in own not incorporated business workers: Civilian employed population 16 years and over -- (Margin of Error)
B24080e21	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Unpaid family workers: Civilian employed population 16 years and over -- (Estimate)
B24080m21	SEX BY CLASS OF WORKER FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Female: Unpaid family workers: Civilian employed population 16 years and over -- (Margin of Error)
B25001e1	HOUSING UNITS: Total: Housing units -- (Estimate)
B25001m1	HOUSING UNITS: Total: Housing units -- (Margin of Error)
B25002e1	OCCUPANCY STATUS: Total: Housing units -- (Estimate)
B25002m1	OCCUPANCY STATUS: Total: Housing units -- (Margin of Error)
B25002e2	OCCUPANCY STATUS: Occupied: Housing units -- (Estimate)
B25002m2	OCCUPANCY STATUS: Occupied: Housing units -- (Margin of Error)
B25002e3	OCCUPANCY STATUS: Vacant: Housing units -- (Estimate)
B25002m3	OCCUPANCY STATUS: Vacant: Housing units -- (Margin of Error)
B25003e1	TENURE: Total: Occupied housing units -- (Estimate)
B25003m1	TENURE: Total: Occupied housing units -- (Margin of Error)
B25003e2	TENURE: Owner occupied: Occupied housing units -- (Estimate)
B25003m2	TENURE: Owner occupied: Occupied housing units -- (Margin of Error)
B25003e3	TENURE: Renter occupied: Occupied housing units -- (Estimate)
B25003m3	TENURE: Renter occupied: Occupied housing units -- (Margin of Error)
B25003Ae1	TENURE (WHITE ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is White alone -- (Estimate)
B25003Am1	TENURE (WHITE ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is White alone -- (Margin of Error)
B25003Ae2	TENURE (WHITE ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is White alone -- (Estimate)
B25003Am2	TENURE (WHITE ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is White alone -- (Margin of Error)
B25003Ae3	TENURE (WHITE ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is White alone -- (Estimate)
B25003Am3	TENURE (WHITE ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is White alone -- (Margin of Error)
B25003Be1	TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Black or African American alone -- (Estimate)
B25003Bm1	TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Black or African American alone -- (Margin of Error)
B25003Be2	TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Black or African American alone -- (Estimate)
B25003Bm2	TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Black or African American alone -- (Margin of Error)
B25003Be3	TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Black or African American alone -- (Estimate)
B25003Bm3	TENURE (BLACK OR AFRICAN AMERICAN ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Black or African American alone -- (Margin of Error)
B25003Ce1	TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is American Indian and Alaska Native alone -- (Estimate)
B25003Cm1	TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is American Indian and Alaska Native alone -- (Margin of Error)
B25003Ce2	TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is American Indian and Alaska Native alone -- (Estimate)
B25003Cm2	TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is American Indian and Alaska Native alone -- (Margin of Error)
B25003Ce3	TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is American Indian and Alaska Native alone -- (Estimate)
B25003Cm3	TENURE (AMERICAN INDIAN AND ALASKA NATIVE ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is American Indian and Alaska Native alone -- (Margin of Error)
B25003De1	TENURE (ASIAN ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Asian alone -- (Estimate)
B25003Dm1	TENURE (ASIAN ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Asian alone -- (Margin of Error)
B25003De2	TENURE (ASIAN ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Asian alone -- (Estimate)
B25003Dm2	TENURE (ASIAN ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Asian alone -- (Margin of Error)
B25003De3	TENURE (ASIAN ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Asian alone -- (Estimate)
B25003Dm3	TENURE (ASIAN ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Asian alone -- (Margin of Error)
B25003Ee1	TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B25003Em1	TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
B25003Ee2	TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B25003Em2	TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
B25003Ee3	TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone -- (Estimate)
B25003Em3	TENURE (NATIVE HAWAIIAN AND OTHER PACIFIC ISLANDER ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Native Hawaiian and Other Pacific Islander alone -- (Margin of Error)
B25003Fe1	TENURE (SOME OTHER RACE ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Some other race alone -- (Estimate)
B25003Fm1	TENURE (SOME OTHER RACE ALONE HOUSEHOLDER): Total: Occupied housing units with a householder who is Some other race alone -- (Margin of Error)
B25003Fe2	TENURE (SOME OTHER RACE ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Some other race alone -- (Estimate)
B25003Fm2	TENURE (SOME OTHER RACE ALONE HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Some other race alone -- (Margin of Error)
B25003Fe3	TENURE (SOME OTHER RACE ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Some other race alone -- (Estimate)
B25003Fm3	TENURE (SOME OTHER RACE ALONE HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Some other race alone -- (Margin of Error)
B25003Ge1	TENURE (TWO OR MORE RACES HOUSEHOLDER): Total: Occupied housing units with a householder who is Two or more races -- (Estimate)
B25003Gm1	TENURE (TWO OR MORE RACES HOUSEHOLDER): Total: Occupied housing units with a householder who is Two or more races -- (Margin of Error)
B25003Ge2	TENURE (TWO OR MORE RACES HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Two or more races -- (Estimate)
B25003Gm2	TENURE (TWO OR MORE RACES HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Two or more races -- (Margin of Error)
B25003Ge3	TENURE (TWO OR MORE RACES HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Two or more races -- (Estimate)
B25003Gm3	TENURE (TWO OR MORE RACES HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Two or more races -- (Margin of Error)
B25003He1	TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: Occupied housing units with a householder who is White alone, not Hispanic or Latino -- (Estimate)
B25003Hm1	TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Total: Occupied housing units with a householder who is White alone, not Hispanic or Latino -- (Margin of Error)
B25003He2	TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is White alone, not Hispanic or Latino -- (Estimate)
B25003Hm2	TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is White alone, not Hispanic or Latino -- (Margin of Error)
B25003He3	TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is White alone, not Hispanic or Latino -- (Estimate)
B25003Hm3	TENURE (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is White alone, not Hispanic or Latino -- (Margin of Error)
B25003Ie1	TENURE (HISPANIC OR LATINO HOUSEHOLDER): Total: Occupied housing units with a householder who is Hispanic or Latino -- (Estimate)
B25003Im1	TENURE (HISPANIC OR LATINO HOUSEHOLDER): Total: Occupied housing units with a householder who is Hispanic or Latino -- (Margin of Error)
B25003Ie2	TENURE (HISPANIC OR LATINO HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Hispanic or Latino -- (Estimate)
B25003Im2	TENURE (HISPANIC OR LATINO HOUSEHOLDER): Owner occupied: Occupied housing units with a householder who is Hispanic or Latino -- (Margin of Error)
B25003Ie3	TENURE (HISPANIC OR LATINO HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Hispanic or Latino -- (Estimate)
B25003Im3	TENURE (HISPANIC OR LATINO HOUSEHOLDER): Renter occupied: Occupied housing units with a householder who is Hispanic or Latino -- (Margin of Error)
B25004e1	VACANCY STATUS: Total: Vacant housing units -- (Estimate)
B25004m1	VACANCY STATUS: Total: Vacant housing units -- (Margin of Error)
B25004e2	VACANCY STATUS: For rent: Vacant housing units -- (Estimate)
B25004m2	VACANCY STATUS: For rent: Vacant housing units -- (Margin of Error)
B25004e3	VACANCY STATUS: Rented, not occupied: Vacant housing units -- (Estimate)
B25004m3	VACANCY STATUS: Rented, not occupied: Vacant housing units -- (Margin of Error)
B25004e4	VACANCY STATUS: For sale only: Vacant housing units -- (Estimate)
B25004m4	VACANCY STATUS: For sale only: Vacant housing units -- (Margin of Error)
B25004e5	VACANCY STATUS: Sold, not occupied: Vacant housing units -- (Estimate)
B25004m5	VACANCY STATUS: Sold, not occupied: Vacant housing units -- (Margin of Error)
B25004e6	VACANCY STATUS: For seasonal, recreational, or occasional use: Vacant housing units -- (Estimate)
B25004m6	VACANCY STATUS: For seasonal, recreational, or occasional use: Vacant housing units -- (Margin of Error)
B25004e7	VACANCY STATUS: For migrant workers: Vacant housing units -- (Estimate)
B25004m7	VACANCY STATUS: For migrant workers: Vacant housing units -- (Margin of Error)
B25004e8	VACANCY STATUS: Other vacant: Vacant housing units -- (Estimate)
B25004m8	VACANCY STATUS: Other vacant: Vacant housing units -- (Margin of Error)
B25006e1	RACE OF HOUSEHOLDER: Total: Occupied housing units -- (Estimate)
B25006m1	RACE OF HOUSEHOLDER: Total: Occupied housing units -- (Margin of Error)
B25006e2	RACE OF HOUSEHOLDER: Householder who is White alone: Occupied housing units -- (Estimate)
B25006m2	RACE OF HOUSEHOLDER: Householder who is White alone: Occupied housing units -- (Margin of Error)
B25006e3	RACE OF HOUSEHOLDER: Householder who is Black or African American alone: Occupied housing units -- (Estimate)
B25006m3	RACE OF HOUSEHOLDER: Householder who is Black or African American alone: Occupied housing units -- (Margin of Error)
B25006e4	RACE OF HOUSEHOLDER: Householder who is American Indian and Alaska Native alone: Occupied housing units -- (Estimate)
B25006m4	RACE OF HOUSEHOLDER: Householder who is American Indian and Alaska Native alone: Occupied housing units -- (Margin of Error)
B25006e5	RACE OF HOUSEHOLDER: Householder who is Asian alone: Occupied housing units -- (Estimate)
B25006m5	RACE OF HOUSEHOLDER: Householder who is Asian alone: Occupied housing units -- (Margin of Error)
B25006e6	RACE OF HOUSEHOLDER: Householder who is Native Hawaiian and Other Pacific Islander alone: Occupied housing units -- (Estimate)
B25006m6	RACE OF HOUSEHOLDER: Householder who is Native Hawaiian and Other Pacific Islander alone: Occupied housing units -- (Margin of Error)
B25006e7	RACE OF HOUSEHOLDER: Householder who is Some other race alone: Occupied housing units -- (Estimate)
B25006m7	RACE OF HOUSEHOLDER: Householder who is Some other race alone: Occupied housing units -- (Margin of Error)
B25006e8	RACE OF HOUSEHOLDER: Householder who is Two or more races: Occupied housing units -- (Estimate)
B25006m8	RACE OF HOUSEHOLDER: Householder who is Two or more races: Occupied housing units -- (Margin of Error)
B25006e9	RACE OF HOUSEHOLDER: Householder who is Two or more races: Householder who is Two races including Some other race: Occupied housing units -- (Estimate)
B25006m9	RACE OF HOUSEHOLDER: Householder who is Two or more races: Householder who is Two races including Some other race: Occupied housing units -- (Margin of Error)
B25006e10	RACE OF HOUSEHOLDER: Householder who is Two or more races: Householder who is Two races excluding Some other race, and three or more races: Occupied housing units -- (Estimate)
B25006m10	RACE OF HOUSEHOLDER: Householder who is Two or more races: Householder who is Two races excluding Some other race, and three or more races: Occupied housing units -- (Margin of Error)
B25007e1	TENURE BY AGE OF HOUSEHOLDER: Total: Occupied housing units -- (Estimate)
B25007m1	TENURE BY AGE OF HOUSEHOLDER: Total: Occupied housing units -- (Margin of Error)
B25007e2	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Occupied housing units -- (Estimate)
B25007m2	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Occupied housing units -- (Margin of Error)
B25007e3	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 15 to 24 years: Occupied housing units -- (Estimate)
B25007m3	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 15 to 24 years: Occupied housing units -- (Margin of Error)
B25007e4	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 25 to 34 years: Occupied housing units -- (Estimate)
B25007m4	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 25 to 34 years: Occupied housing units -- (Margin of Error)
B25007e5	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 35 to 44 years: Occupied housing units -- (Estimate)
B25007m5	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 35 to 44 years: Occupied housing units -- (Margin of Error)
B25007e6	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 45 to 54 years: Occupied housing units -- (Estimate)
B25007m6	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 45 to 54 years: Occupied housing units -- (Margin of Error)
B25007e7	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 55 to 59 years: Occupied housing units -- (Estimate)
B25007m7	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 55 to 59 years: Occupied housing units -- (Margin of Error)
B25007e8	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 60 to 64 years: Occupied housing units -- (Estimate)
B25007m8	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 60 to 64 years: Occupied housing units -- (Margin of Error)
B25007e9	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 65 to 74 years: Occupied housing units -- (Estimate)
B25007m9	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 65 to 74 years: Occupied housing units -- (Margin of Error)
B25007e10	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 75 to 84 years: Occupied housing units -- (Estimate)
B25007m10	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 75 to 84 years: Occupied housing units -- (Margin of Error)
B25007e11	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 85 years and over: Occupied housing units -- (Estimate)
B25007m11	TENURE BY AGE OF HOUSEHOLDER: Owner occupied: Householder 85 years and over: Occupied housing units -- (Margin of Error)
B25007e12	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Occupied housing units -- (Estimate)
B25007m12	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Occupied housing units -- (Margin of Error)
B25007e13	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 15 to 24 years: Occupied housing units -- (Estimate)
B25007m13	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 15 to 24 years: Occupied housing units -- (Margin of Error)
B25007e14	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 25 to 34 years: Occupied housing units -- (Estimate)
B25007m14	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 25 to 34 years: Occupied housing units -- (Margin of Error)
B25007e15	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 35 to 44 years: Occupied housing units -- (Estimate)
B25007m15	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 35 to 44 years: Occupied housing units -- (Margin of Error)
B25007e16	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 45 to 54 years: Occupied housing units -- (Estimate)
B25007m16	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 45 to 54 years: Occupied housing units -- (Margin of Error)
B25007e17	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 55 to 59 years: Occupied housing units -- (Estimate)
B25007m17	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 55 to 59 years: Occupied housing units -- (Margin of Error)
B25007e18	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 60 to 64 years: Occupied housing units -- (Estimate)
B25007m18	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 60 to 64 years: Occupied housing units -- (Margin of Error)
B25007e19	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 65 to 74 years: Occupied housing units -- (Estimate)
B25007m19	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 65 to 74 years: Occupied housing units -- (Margin of Error)
B25007e20	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 75 to 84 years: Occupied housing units -- (Estimate)
B25007m20	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 75 to 84 years: Occupied housing units -- (Margin of Error)
B25007e21	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 85 years and over: Occupied housing units -- (Estimate)
B25007m21	TENURE BY AGE OF HOUSEHOLDER: Renter occupied: Householder 85 years and over: Occupied housing units -- (Margin of Error)
B25008e1	TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE: Total: Total population in occupied housing units -- (Estimate)
B25008m1	TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE: Total: Total population in occupied housing units -- (Margin of Error)
B25008e2	TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE: Owner occupied: Total population in occupied housing units -- (Estimate)
B25008m2	TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE: Owner occupied: Total population in occupied housing units -- (Margin of Error)
B25008e3	TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE: Renter occupied: Total population in occupied housing units -- (Estimate)
B25008m3	TOTAL POPULATION IN OCCUPIED HOUSING UNITS BY TENURE: Renter occupied: Total population in occupied housing units -- (Margin of Error)
B25009e1	TENURE BY HOUSEHOLD SIZE: Total: Occupied housing units -- (Estimate)
B25009m1	TENURE BY HOUSEHOLD SIZE: Total: Occupied housing units -- (Margin of Error)
B25009e2	TENURE BY HOUSEHOLD SIZE: Owner occupied: Occupied housing units -- (Estimate)
B25009m2	TENURE BY HOUSEHOLD SIZE: Owner occupied: Occupied housing units -- (Margin of Error)
B25009e3	TENURE BY HOUSEHOLD SIZE: Owner occupied: 1-person household: Occupied housing units -- (Estimate)
B25009m3	TENURE BY HOUSEHOLD SIZE: Owner occupied: 1-person household: Occupied housing units -- (Margin of Error)
B25009e4	TENURE BY HOUSEHOLD SIZE: Owner occupied: 2-person household: Occupied housing units -- (Estimate)
B25009m4	TENURE BY HOUSEHOLD SIZE: Owner occupied: 2-person household: Occupied housing units -- (Margin of Error)
B25009e5	TENURE BY HOUSEHOLD SIZE: Owner occupied: 3-person household: Occupied housing units -- (Estimate)
B25009m5	TENURE BY HOUSEHOLD SIZE: Owner occupied: 3-person household: Occupied housing units -- (Margin of Error)
B25009e6	TENURE BY HOUSEHOLD SIZE: Owner occupied: 4-person household: Occupied housing units -- (Estimate)
B25009m6	TENURE BY HOUSEHOLD SIZE: Owner occupied: 4-person household: Occupied housing units -- (Margin of Error)
B25009e7	TENURE BY HOUSEHOLD SIZE: Owner occupied: 5-person household: Occupied housing units -- (Estimate)
B25009m7	TENURE BY HOUSEHOLD SIZE: Owner occupied: 5-person household: Occupied housing units -- (Margin of Error)
B25009e8	TENURE BY HOUSEHOLD SIZE: Owner occupied: 6-person household: Occupied housing units -- (Estimate)
B25009m8	TENURE BY HOUSEHOLD SIZE: Owner occupied: 6-person household: Occupied housing units -- (Margin of Error)
B25009e9	TENURE BY HOUSEHOLD SIZE: Owner occupied: 7-or-more person household: Occupied housing units -- (Estimate)
B25009m9	TENURE BY HOUSEHOLD SIZE: Owner occupied: 7-or-more person household: Occupied housing units -- (Margin of Error)
B25009e10	TENURE BY HOUSEHOLD SIZE: Renter occupied: Occupied housing units -- (Estimate)
B25009m10	TENURE BY HOUSEHOLD SIZE: Renter occupied: Occupied housing units -- (Margin of Error)
B25009e11	TENURE BY HOUSEHOLD SIZE: Renter occupied: 1-person household: Occupied housing units -- (Estimate)
